name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Take On Me,PTX Vol. IV - Classics,Pentatonix,26BlpGNVcVFAfq5UUv3oEb,2017-04-07,48,209000,0.499,0.00876,0.519,0.0,0.249,0.517,-6.674,0.0344,165.036,9,4,happy
Shotgun,Staying at Tamara's,George Ezra,4ofwffwvvnbSkrMSCKQDaC,2018-03-23,79,201287,0.673,0.286,0.735,0.0,0.242,0.754,-4.733,0.0457,115.744,5,4,happy
Colour,Colour,MNEK,7haQE5nOcxwk0HXahP0aV3,2018-06-01,58,201420,0.683,0.408,0.782,0.0,0.236,0.673,-2.989,0.0497,100.954,0,4,happy
Bon Appétit,Witness (Deluxe),Katy Perry,4rHmKlFRiFzabiVO6e9w2e,2017-06-09,67,227813,0.8,0.131,0.795,9.02e-05,0.221,0.528,-5.835,0.0626,106.031,6,4,happy
Clap Snap,Emergency EP,Icona Pop,4F8xzq2XQ82zMBypnQ3gvB,2015-07-17,58,164399,0.897,0.0464,0.794,0.0816,0.0482,0.569,-4.642,0.0571,130.01,1,4,happy
Feel This Moment (feat. Christina Aguilera),Global Warming: Meltdown (Deluxe Version),Pitbull,0Hf4aIJpsN4Os2f0y0VqWl,2012,79,229506,0.673,0.039,0.758,0.0,0.341,0.542,-3.632,0.158,135.956,7,4,happy
Really Don't Care,Demi,Demi Lovato,5vTPxzm4h2bY9rYyVrGEU5,2013-01-01,71,201600,0.706,0.123,0.728,0.0,0.185,0.851,-3.602,0.0852,121.017,7,4,happy
The Edge Of Glory,Born This Way (International Special Edition Version),Lady Gaga,57F80059mWaWFvWG3tBTbO,2011-05-23,69,320546,0.583,0.000323,0.768,0.0162,0.109,0.357,-6.477,0.041,127.952,9,4,happy
Stronger,Oops!... I Did It Again,Britney Spears,5QhBKPqsnX1uY9fZNaAtZg,2000-05-16,67,203000,0.707,0.128,0.923,0.000437,0.273,0.842,-3.957,0.0521,108.049,11,4,happy
Give Your Heart a Break,Unbroken,Demi Lovato,3sP3c86WFjOzHHnbhhZcLA,2011-01-01,72,205346,0.651,0.23,0.695,0.0,0.144,0.569,-3.218,0.0487,123.008,6,4,happy
Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,03UrZgTINDqvnUMbbIMhql,2012-01-01,74,219493,0.727,0.00417,0.937,0.0,0.091,0.749,-2.871,0.286,132.067,11,4,happy
Good Feeling,Wild Ones,Flo Rida,2LEF1A8DOZ9wRYikWgVlZ8,2012-06-22,77,248133,0.706,0.0588,0.89,0.00286,0.306,0.684,-4.444,0.0688,128.011,1,4,happy
Party Rock Anthem,Chipwrecked (Music from the Motion Picture),Alvin & The Chipmunks,2JspTyNrtza7aTt3jBhTFr,2011-11-11,43,254333,0.844,0.0119,0.748,0.118,0.0744,0.308,-5.578,0.0831,130.003,1,4,happy
Firework,Teenage Dream: The Complete Confection,Katy Perry,4lCv7b86sLynZbXhfScfm2,2012-03-12,72,227880,0.638,0.139,0.826,0.0,0.0803,0.649,-4.968,0.0479,124.072,8,4,happy
Bikini Body,Sunday,Dawin,0mM39ptTtRKkeSfwsFKFxt,2016-07-29,47,227240,0.645,0.0432,0.795,0.0,0.0491,0.779,-4.914,0.0985,197.683,11,4,happy
Sidekick,Sunday,Dawin,0X85L0csrSMt6mt4qgvd20,2016-07-29,47,189280,0.95,0.0919,0.681,0.0,0.0588,0.783,-4.326,0.0505,128.008,7,4,happy
Let's Get It Started,Summer Party,Various Artists,28jHD8xBLnN8esbroQ6zz8,2007-01-01,62,227880,0.781,0.102,0.723,0.0,0.162,0.764,-5.564,0.107,104.972,11,4,happy
Teenage Dream,Teenage Dream: The Complete Confection,Katy Perry,55qBw1900pZKfXJ6Q9A2Lc,2012-03-12,67,227760,0.719,0.0132,0.804,3.02e-06,0.139,0.605,-4.581,0.0355,119.999,10,4,happy
Lush Life,Lush Life,Zara Larsson,0r4SsYcwvd8URat6AS2m6f,2015-06-09,0,201122,0.694,0.133,0.712,0.0,0.211,0.799,-3.923,0.046,98.022,7,4,happy
Best Day Ever,DreamWorks Trolls - The Beat Goes On!,Trolls,2JSd29ATGEql12Ecx0UTnA,2018-03-16,49,149840,0.32,7.11e-05,0.832,0.104,0.0633,0.458,-4.512,0.104,218.535,1,4,happy
I Love It (feat. Charli XCX),THIS IS... ICONA POP,Icona Pop,6HZ9VeI5IRFCNQLXhpF4bq,2013-08-27,71,157152,0.711,0.00952,0.906,1.64e-05,0.153,0.824,-2.671,0.0284,125.916,8,4,happy
How We Do (Party),ORA Deluxe,Rita Ora,1dsndFSRXSoQFLjSJ6uPpG,2012-08-27,50,247026,0.738,0.0034,0.922,0.0,0.0986,0.689,-3.94,0.0833,116.024,7,4,happy
Hair (feat. Sean Paul),Get Weird (Expanded Edition),Little Mix,28STRBEo3Gp4EthtSk4MGW,2015-11-06,63,235127,0.713,0.00628,0.801,1.5e-06,0.825,0.727,-5.781,0.0483,153.984,7,4,happy
Wings,DNA (Expanded Edition),Little Mix,3180WDzph4WrS4sLSNcGfa,2012-11-19,69,221720,0.742,0.000758,0.878,8.88e-05,0.286,0.564,-3.127,0.128,114.965,9,4,happy
Black Magic,Get Weird (Expanded Edition),Little Mix,6rmXhRIemCTPyMYZRDN7Qg,2015-11-06,76,211786,0.776,0.0343,0.875,0.0,0.314,0.849,-5.535,0.0575,111.988,4,4,happy
Lips Are Movin,Title (Deluxe),Meghan Trainor,6gj08XDlv9Duc2fPOxUmVD,2015-01-09,72,182666,0.775,0.0506,0.825,1.03e-06,0.111,0.95,-5.402,0.0464,139.091,7,4,happy
Sound Of The Underground,Sound Of The Underground,Girls Aloud,0SKjqIViHaXWhmaKuJbMrq,2003-01-01,60,221426,0.568,0.00344,0.867,4.67e-05,0.328,0.88,-5.861,0.0365,163.944,11,4,happy
Down,All Or Nothing,Jay Sean,6cmm1LMvZdB5zsCwX5BjqE,2009-01-01,79,212506,0.727,0.0101,0.68,0.0,0.0821,0.728,-4.498,0.0286,132.012,2,4,happy
All About Him,All About Him,Sarah Chan,0KjWg9yRzn85IjtUqRFriM,2020-11-13,44,202338,0.738,0.336,0.83,0.000366,0.376,0.761,-5.458,0.102,96.937,1,4,happy
Swish Swish,Witness (Deluxe),Katy Perry,3OtMnyUaiipcAT23A8liyi,2017-06-09,68,242520,0.838,0.0184,0.705,1.82e-05,0.102,0.583,-5.201,0.0449,119.953,5,4,happy
Tonight Tonight,Whatever,Hot Chelle Rae,2i0AUcEnsDm3dsqLrFWUCq,2011-11-25,75,200466,0.686,0.0764,0.783,0.0,0.163,0.814,-4.977,0.119,99.978,4,4,happy
So What,Greatest Hits...So Far!!!,P!nk,5ReRX3klPvCNYtm6Bd1C1K,2010-11-12,44,214506,0.531,9.33e-05,0.862,4.82e-06,0.363,0.396,-2.996,0.0434,126.016,11,4,happy
I Like It Like That (feat. New Boyz),Whatever,Hot Chelle Rae,6eFahAdQgABBj1XOM99cBG,2011-11-25,65,188200,0.742,0.0308,0.784,0.0,0.354,0.65,-5.458,0.0552,101.002,1,4,happy
Up&Up,A Head Full of Dreams Tour Edition,Coldplay,2qQG5RmzKvQz8l3JTxSv47,2015-12-04,17,405320,0.479,0.0488,0.717,0.000333,0.102,0.253,-5.459,0.0605,163.989,7,4,happy
Time of Our Lives,Globalization,Pitbull,2bJvI42r8EF3wxjOuDav4r,2014-11-21,82,229360,0.721,0.0921,0.802,0.0,0.694,0.724,-5.797,0.0583,124.022,1,4,happy
Starships,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,2EBCVPNAG46nbgs6jXPGvv,2012-01-01,77,210626,0.747,0.135,0.716,0.0,0.251,0.751,-2.457,0.075,125.008,11,4,happy
Don't Stop The Music,Good Girl Gone Bad: Reloaded,Rihanna,0ByMNEPAPpOR5H69DVrTNy,2008-06-02,80,267080,0.835,0.0336,0.669,6.92e-05,0.0535,0.542,-5.582,0.0643,122.668,6,4,happy
TiK ToK,Animal + Cannibal (Deluxe Edition),Kesha,4srpHYFHKjVGRDNHqRpWxi,2010-11-19,0,199693,0.755,0.0746,0.832,1.27e-06,0.291,0.735,-2.741,0.116,120.032,2,4,happy
Wild Wild Love (feat. G.R.L.),Wild Wild Love (feat. G.R.L.),Pitbull,6DcDdDevI94Dh4vc5anXBE,2014-02-25,46,202197,0.645,0.0136,0.732,0.0,0.513,0.336,-5.874,0.0482,120.06,2,4,happy
Galway Girl,÷ (Deluxe),Ed Sheeran,0afhq8XCExXpqazXczTSve,2017-03-03,79,170826,0.624,0.0735,0.876,0.0,0.327,0.781,-3.374,0.1,99.943,9,4,happy
Simple Things ( The Ocean Song),Land & Sea,Ziggy Alberts,6fMDuFibA8ZvlTorpIICQM,2014-12-11,0,279231,0.604,0.785,0.515,8.94e-05,0.111,0.425,-9.727,0.0368,125.975,1,4,happy
Mr. Brightside,Direct Hits,The Killers,5zvJ6DUahHHjeknQPn7iAH,2013-01-01,0,223973,0.356,0.00112,0.935,0.0,0.0898,0.239,-3.705,0.0818,148.089,1,4,happy
Everybody Talks,Picture Show (Deluxe Edition),Neon Trees,3528IXKpbb7OMjdjWYlbfD,2012-01-01,53,177280,0.471,0.00301,0.924,0.0,0.313,0.725,-3.906,0.0586,154.961,8,4,happy
Come On Eileen,Too Rye Ay (Deluxe Edition),Dexys Midnight Runners,5uzNa0SBGOe5pPnstWHMCt,1982-08,0,273720,0.466,0.413,0.615,0.0,0.343,0.812,-9.102,0.0492,108.016,0,4,happy
Send Me on My Way,Music From Party of Five,Various Artists,6hs3SDnbO3f6VQuPO4KBEb,1996-11-12,71,263333,0.5,0.114,0.681,4.01e-05,0.139,0.745,-9.556,0.0672,119.46,0,4,happy
I Want You To Know,True Colors,Zedd,19RevBdb9MKUaBIvxSbGd4,2015-05-15,0,239999,0.58,0.00537,0.846,6.62e-06,0.145,0.366,-2.876,0.0573,129.998,9,4,happy
American Idiot,American Idiot,Green Day,6nTiIhLmQ3FWhvrGafw2zj,2004-09-21,79,176346,0.38,2.64e-05,0.988,7.86e-05,0.368,0.769,-2.042,0.0639,186.113,1,4,happy
All The Small Things,Enema Of The State,blink-182,12qZHAeOyTf93YAWvGDTat,1999-01-01,0,168000,0.442,0.00844,0.893,0.0,0.529,0.712,-4.878,0.0505,148.119,0,4,happy
Viva La Vida,Viva La Vida (Prospekt's March Edition),Coldplay,4ixsIFLZVeMQUoDjZCr7ar,2008-11-24,32,242373,0.486,0.0954,0.617,3.23e-06,0.109,0.417,-7.115,0.0287,138.015,5,4,happy
On Top Of The World,Night Visions,Imagine Dragons,213x4gsFDm04hSqIUkg88w,2012-09-04,76,192280,0.631,0.0841,0.924,3.59e-06,0.084,0.755,-5.589,0.146,100.045,0,4,happy
The Way You Make Me Feel - Single Version,The Essential Michael Jackson,Michael Jackson,7KFThZQCAcj8JXdPRtdrXE,2005-07-19,59,266346,0.738,0.0498,0.811,0.000167,0.102,0.504,-6.035,0.182,171.76,1,3,happy
Magic (feat. Rivers Cuomo),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,5LLTVSXK5qzEguVHcUNddw,2010-04-27,36,196133,0.549,0.0127,0.932,0.0,0.347,0.787,-4.11,0.343,82.439,8,4,happy
Grace Kelly,Life In Cartoon Motion,MIKA,4Sqc0kPuZpfI0T2TZBu8JT,2007-01-01,0,187733,0.676,0.0271,0.824,0.0152,0.363,0.696,-5.752,0.0449,122.221,0,4,happy
Best Day Of My Life,American Authors,American Authors,44AXd3UVaaVYsSQqBpnYO2,2013-01-01,0,194093,0.673,0.0525,0.901,0.000535,0.0736,0.503,-2.379,0.0348,100.002,2,4,happy
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,1qCdYQdkWvm4cYXAuOlbyc,2012-12-10,45,233478,0.726,0.049,0.698,0.0,0.309,0.867,-4.165,0.0431,143.994,5,4,happy
Teenage Dirtbag,"Songs From Dawson's Creek, Vol. II",Various Artists,3LI4MmibTkXH5cGpCGZgyw,2000-09-29,69,241840,0.617,0.36,0.84,8.85e-05,0.179,0.57,-4.063,0.0512,94.676,4,4,happy
Dancing Queen,ABBA Gold,ABBA,2ATDkfqprlNNe9mYWodgdc,2008-01-01,63,231093,0.512,0.168,0.93,0.00119,0.561,0.677,-4.344,0.0508,100.542,9,4,happy
Stand By You,Stand By You,Rachel Platten,6rEzoN8rsbdfyHXAPgpNJG,2015-09-11,0,218813,0.494,0.19,0.881,0.000226,0.0877,0.493,-4.644,0.271,187.879,9,4,happy
All Star,All Star Smash Hits,Smash Mouth,22c2pt75xtnDddA5Zlm0yy,2005-01-01,0,200560,0.73,0.0398,0.862,0.0,0.0818,0.77,-5.876,0.0313,104.018,11,4,happy
Don't Worry Be Happy,The Biggest BBQ Album 6,Various Artists,6SSM8c8hTyMnSbzYlnebVt,2012-11-16,0,252706,0.749,0.00573,0.793,0.0,0.0715,0.901,-5.049,0.0568,124.975,3,4,happy
Die Young,Die Young,Kesha,4JnQx0xYuoXdkNHe0dt0oR,2012-09-26,0,211920,0.711,0.00498,0.7,0.000125,0.215,0.801,-4.805,0.046,128.001,1,4,happy
Forget You,The Lady Killer,CeeLo Green,7AqISujIaWcY3h5zrOqt5v,2010-11-09,65,222733,0.696,0.134,0.875,0.0,0.159,0.772,-3.682,0.0649,127.39,0,4,happy
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,5HQVUIKwCEXpe7JIHyY734,2011-10-11,78,207333,0.715,0.0525,0.655,0.0,0.115,0.531,-6.425,0.137,95.078,0,4,happy
Yeah 3x,F.A.M.E. (Deluxe Version),Chris Brown,2oU2zHKUhLGET5q4Uu8eJL,2011-04-04,0,241666,0.705,0.000369,0.882,1.16e-06,0.0934,0.7,-3.201,0.0445,130.0,11,4,happy
Mamma Mia,Abba,ABBA,5ztQHTm1YQqcTkQmgDEU4n,1975,0,215266,0.748,0.28,0.771,0.000333,0.466,0.782,-7.01,0.0318,137.543,2,4,happy
Waiting For Love,Stories,Avicii,6nsLzJfvp5OLd4mgqUJkpq,2015-10-02,0,230613,0.577,0.298,0.741,0.0,0.142,0.581,-3.83,0.0501,128.081,6,4,happy
The Nights,The Days / Nights,Avicii,3OwPSJu609AMzotCEyoMiO,2014-12-01,0,176658,0.529,0.0178,0.854,0.0,0.242,0.654,-5.29,0.0436,125.984,6,4,happy
The Days,The Days / Nights,Avicii,7HW01sQy5UOxyezzZg98nd,2014-12-01,0,278480,0.584,0.0495,0.735,4.03e-05,0.141,0.557,-3.215,0.0481,127.009,0,4,happy
Hold My Hand,Hold My Hand,Jess Glynne,1i1rNVtxbE7rdFfpHuNq2j,2015-02-24,61,227343,0.642,0.00159,0.823,0.0,0.0776,0.431,-5.717,0.0289,122.977,0,4,happy
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,0lLDaAdXcjOQ7Mf2NXzXay,2015-08-27,0,292593,0.828,0.0916,0.609,1.21e-06,0.291,0.707,-4.402,0.0694,109.725,1,4,happy
Clarity,Clarity,Zedd,60wwxj6Dd9NJlirf84wr2c,2012-01-01,75,271426,0.509,0.0398,0.781,0.0,0.0749,0.176,-3.48,0.072,128.0,8,4,happy
Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,0GONea6G2XdnHWjNZd6zt3,1984-11-05,82,216053,0.508,0.0183,0.834,0.0,0.0732,0.774,-6.205,0.0386,139.131,2,4,happy
Marvin Gaye (feat. Meghan Trainor),Marvin Gaye (feat. Meghan Trainor),Charlie Puth,1zxFtsKWwuVpz3nSqNYshe,2015-02-10,46,187741,0.792,0.451,0.621,0.0,0.337,0.829,-5.267,0.049,110.025,1,4,happy
Bad Day,Daniel Powter (Deluxe Version),Daniel Powter,2Pwm2YtneLSWi7vyUpT5fs,2005-02-22,41,233919,0.583,0.27,0.667,3.64e-05,0.167,0.53,-7.351,0.029,140.028,3,4,happy
Call Me Maybe,Kiss (Deluxe),Carly Rae Jepsen,38DgNqC7TQkZ3Ih5Vz6K0Q,2012-09-18,60,193853,0.782,0.0106,0.573,2.82e-06,0.107,0.658,-6.558,0.0382,120.005,7,4,happy
I'm Gonna Be (500 Miles),Finest,The Proclaimers,66S14BkJDxgkYxLl5DCqOz,2003-09-01,73,219466,0.851,0.151,0.551,0.0,0.0827,0.807,-5.177,0.0396,131.922,4,4,happy
Life is a Highway,Cars Original Soundtrack (English Version),Various Artists,02SjT88MukDOa9KuuRuODY,2006-01-01,1,276773,0.561,0.00185,0.936,0.0,0.102,0.594,-5.409,0.0613,103.055,5,4,happy
Last Friday Night (T.G.I.F.),Teenage Dream,Katy Perry,1V6p2YnAykabKKB8SdvHB2,2010-08-30,0,230733,0.652,0.00125,0.812,3.01e-05,0.667,0.72,-3.797,0.0409,126.023,3,4,happy
Uptown Girl,An Innocent Man,Billy Joel,5zA8vzDGqPl2AzZkEYQGKh,1983-08-08,79,197706,0.701,0.0755,0.944,0.0,0.601,0.792,-2.986,0.0455,128.993,4,4,happy
Since U Been Gone,Breakaway,Kelly Clarkson,3xrn9i8zhNZsTtcoWgQEAd,2004-01-17,73,188960,0.662,0.00165,0.741,0.0303,0.114,0.404,-5.406,0.0334,131.0,0,4,happy
I Gotta Feeling,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,4vp2J1l5RD4gMZwGFLfRAu,2009-01-01,23,289133,0.743,0.0873,0.766,0.0,0.509,0.61,-6.375,0.0265,127.96,0,4,happy
Castle on the Hill,Castle on the Hill,Ed Sheeran,66qlqxhEMpSHOzjRK4il0b,2017-01-06,58,261153,0.461,0.0232,0.834,1.14e-05,0.14,0.471,-4.868,0.0989,135.007,2,4,happy
American Dream,MKTO,MKTO,5RmIP2OglmIOvsOxrE43Xw,2012,43,225746,0.556,0.115,0.764,0.0,0.203,0.465,-5.054,0.0503,122.84,0,4,happy
On The Floor - Radio Edit,On The Floor,Jennifer Lopez,0Oe49j06Bjrxs8PltuVeaW,2011-01-01,74,230906,0.758,0.0848,0.686,0.00127,0.142,0.444,-6.346,0.0792,130.007,11,4,happy
Fine By Me,Andy Grammer,Andy Grammer,3HUfefdHMypjdHiJ6tWsSL,2011,0,172893,0.579,0.00997,0.798,0.0,0.0416,0.866,-4.182,0.032,89.985,11,4,happy
Thank You,MKTO,MKTO,2MUZpKO4mbYKMfBf3YkwRF,2012,43,229880,0.65,0.0162,0.942,0.0,0.149,0.8,-4.751,0.0692,126.009,11,4,happy
Poison,Poison,Rita Ora,73ucpKq91TuejrLHgzDNHK,2015-05-18,69,202906,0.579,0.0821,0.738,1.52e-06,0.232,0.431,-5.711,0.0542,124.023,10,4,happy
Check Yes Juliet (Run Baby Run),We The Kings,We The Kings,6uED24Lri4axYr74rfN4aT,2007,0,220146,0.347,0.00287,0.916,0.0,0.159,0.369,-4.197,0.0741,166.874,2,4,happy
Float Away,This Was Tomorrow,Seth Sentry,5fwzvkeYvZSMaC6DRI4piY,2012-09-14,0,194960,0.723,0.174,0.765,0.0,0.329,0.688,-8.084,0.167,99.993,7,4,happy
Love Today,Life In Cartoon Motion,MIKA,7d40ltmahMLJKA8HhzX9xe,2007-01-01,0,235173,0.669,0.0284,0.91,0.00439,0.109,0.564,-4.99,0.0639,124.465,6,4,happy
Black or White - Single Version,Number Ones,Michael Jackson,6wdviVWctiZnY6tVn6bh6A,2003-11-18,65,198506,0.759,0.11,0.927,0.029,0.374,0.96,-2.768,0.051,115.075,9,4,happy
Best Fake Smile,Chaos And The Calm,James Bay,0Me1AKVY2wzxOKLMiaAtNy,2015-03-20,48,205026,0.689,0.0231,0.887,0.0,0.275,0.937,-4.27,0.0424,142.014,11,4,happy
Where Is The Love,Elephunk,Black Eyed Peas,22XWBjteJOK70ElxNe9JVu,2003-01-01,0,508866,0.556,0.343,0.794,0.0,0.0787,0.317,-4.881,0.408,94.067,5,4,happy
"Ob-La-Di, Ob-La-Da - Remastered",The Beatles (Remastered),The Beatles,3fuEJBCK3kWnJHFTODR4cb,1968-11-22,0,188960,0.818,0.232,0.728,0.0642,0.251,0.975,-8.331,0.0314,113.059,10,4,happy
We Found Love,Talk That Talk (Deluxe),Rihanna,5uImkHXfTLkNYwemtGH7kB,2012-07-18,0,215226,0.734,0.025,0.766,0.00138,0.108,0.6,-4.485,0.0383,127.986,1,4,happy
Take A Chance On Me,The Album,ABBA,4bykJp7dORR4GoLCZiQbU0,1977,0,243933,0.687,0.182,0.68,0.0,0.274,0.924,-7.976,0.0256,107.041,11,4,happy
I Wish I Was a Punk Rocker (with Flowers in My Hair),Smile...It Confuses People,Sandi Thom,4mnTMsp8Cgf9TNiQMhH11L,2006-06-05,62,151640,0.7,0.544,0.465,0.0,0.606,0.719,-6.815,0.358,108.102,4,4,happy
We Are Golden,The Boy Who Knew Too Much,MIKA,7lbS6qE0XwACVxgQQehVZD,2009-01-01,0,238040,0.544,0.00484,0.86,0.122,0.115,0.398,-5.181,0.0678,123.024,0,4,happy
"Sugar, Sugar","The Very Best Of ""The Archies""",The Archies,3iSws76HjaU7k49EqJVTfF,2007-11-07,66,167186,0.736,0.466,0.871,0.0,0.108,0.967,-2.786,0.0278,122.395,2,4,happy
Powerful (feat. Ellie Goulding & Tarrus Riley),Peace Is the Mission,Major Lazer,2rSdCcSlZA1GGoW6egTzjZ,2015-06-01,50,206327,0.598,0.121,0.792,0.0,0.158,0.732,-4.043,0.0478,97.479,11,3,happy
Break Your Heart,The Rokstarr Hits Collection,Taio Cruz,7ElF5zxOwYP4qVSWVvse3W,2010-01-01,76,201546,0.607,0.0327,0.934,0.0,0.0909,0.568,-4.217,0.0314,122.01,3,4,happy
You Give Love A Bad Name,Slippery When Wet,Bon Jovi,3U7H63zKWLjOuFZJUmTowp,1986-01-01,0,223733,0.559,0.0771,0.825,0.0,0.363,0.805,-10.725,0.0401,122.821,0,4,happy
Kiss You,Take Me Home: Yearbook Edition,One Direction,0AkQbXGN4KG34TS7xLrM68,2012-11-09,1,182960,0.63,0.0186,0.934,0.0,0.324,0.905,-2.559,0.0589,89.992,4,4,happy
Heaven Is a Place On Earth,Greatest Vol.1 - Belinda Carlisle,Belinda Carlisle,37Q5anxoGWYdRsyeXkkNoI,1987,70,246520,0.64,0.0243,0.852,1.82e-06,0.0497,0.793,-8.119,0.0345,122.902,1,4,happy
"Honey, Honey - From 'Mamma Mia!' Original Motion Picture Soundtrack",Mamma Mia! The Movie Soundtrack,Cast of Mamma Mia! The Movie,1lPTKmztH1QufrTfYwFDWg,2008-01-01,0,187360,0.506,0.0417,0.895,5.47e-06,0.252,0.806,-4.069,0.0363,140.044,4,4,happy
Something Just Like This - Tokyo Remix,Something Just Like This (Tokyo Remix),Coldplay,5ffwnb6hqsKZp8cG6q90OW,2017-06-23,56,272986,0.365,0.00173,0.86,0.00112,0.988,0.143,-6.996,0.0586,102.863,11,4,happy
Hurts Like Heaven,Mylo Xyloto,Coldplay,6WF4hzdGXvXd1joERSXJjm,2011-10-24,56,242253,0.418,0.01,0.773,0.00418,0.269,0.273,-6.187,0.0305,89.961,10,4,happy
Fireflies,Ocean Eyes,Owl City,1mr3616BzLdhXfJmLmRsO8,2009-01-01,0,228346,0.513,0.0274,0.661,0.0,0.118,0.461,-6.8,0.0439,180.118,3,4,happy
Charlie Brown,Mylo Xyloto,Coldplay,1yqMgZNrevsWMLWfO2PRp5,2011-10-24,69,285159,0.43,0.0212,0.74,0.00165,0.33,0.0948,-7.072,0.0375,137.978,10,4,happy
22,Red,Taylor Swift,5ybJm6GczjQOgTqmJ0BomP,2012-10-22,0,232120,0.662,0.00274,0.736,0.000844,0.0464,0.674,-6.511,0.0374,104.003,7,4,happy
Your Song,Your Song,Rita Ora,4c2W3VKsOFoIg2SFaO6DY5,2017-05-25,66,180757,0.855,0.158,0.624,0.0,0.0513,0.962,-4.093,0.0488,117.959,1,4,happy
Ugly Heart,Ugly Heart,G.R.L.,1Vv0MPcooEoQzVZYfKMgKW,2014-06-03,71,199580,0.649,0.0167,0.79,0.0,0.255,0.458,-5.529,0.0482,124.993,9,4,happy
Jessie's Girl,Boogie Nights #2 (More Music From The Original Motion Picture),Various Artists,7abZZqdxmt369pf6VSHiy7,1998-01-01,0,193106,0.709,0.223,0.848,0.0,0.0997,0.826,-6.333,0.0557,131.605,2,4,happy
More Than You Know,More Than You Know,Axwell /\ Ingrosso,4q8PHoRsPUB52LFylX8Ulz,2017-05-24,0,203000,0.645,0.0323,0.741,0.0,0.29,0.534,-4.989,0.0339,123.07,5,4,happy
Just Like a Pill,Greatest Hits...So Far!!!,P!nk,0uNc5YAhFT2ssP50qWtbVi,2010-11-12,46,237466,0.672,5.71e-05,0.813,0.0,0.0759,0.251,-3.568,0.0275,102.036,9,4,happy
Walk of Shame,The Truth About Love,P!nk,2njsHfecNUudLkidClgB1r,2012-09-17,0,161973,0.667,0.00112,0.902,0.0,0.0624,0.719,-4.588,0.0988,135.933,7,4,happy
The Wire,Days Are Gone,HAIM,6golelYKuy85o3u0cxIxFK,2013-09-30,60,245293,0.547,0.0127,0.635,5.01e-06,0.0585,0.525,-5.569,0.137,113.678,2,4,happy
The Edge Of Glory,Born This Way (International Standard Version),Lady Gaga,0ddj5KtNqJ75lOJzgZNFFc,2011-05-23,41,321173,0.581,0.000334,0.774,0.0174,0.109,0.358,-6.547,0.0399,127.952,9,4,happy
In My Arms,In My Arms,Tyne-James Organ,6N83wFVM6zpC8BdUhndbfF,2016-11-17,30,227760,0.566,0.0221,0.681,0.00612,0.125,0.2,-6.806,0.0416,145.032,4,4,happy
Teenage Dream,Teenage Dream,Katy Perry,5jzKL4BDMClWqRguW5qZvh,2010-01-01,73,227741,0.719,0.0162,0.798,2.34e-06,0.134,0.591,-4.582,0.0361,120.011,10,4,happy
Single Ladies (Put a Ring on It),I AM...SASHA FIERCE,Beyoncé,5mMjkxGijQB4JZallYrkOW,2008-11-12,61,193213,0.426,0.0383,0.584,0.0,0.188,0.272,-5.293,0.296,193.437,1,4,happy
Titanium (feat. Sia),Nothing but the Beat 2.0,David Guetta,0lHAMNU8RGiIObScrsRgmP,2011-08-24,69,245040,0.604,0.0678,0.788,0.153,0.127,0.301,-3.673,0.103,126.06,0,4,happy
Complicated,Let Go,Avril Lavigne,5xEM5hIgJ1jjgcEBfpkt2F,2002-06-04,79,244506,0.585,0.0572,0.776,7.74e-06,0.3,0.427,-5.898,0.0459,77.987,5,4,happy
Umbrella,Good Girl Gone Bad: Reloaded,Rihanna,2Y2ud3awMZHDxOCpDebiv3,2008-06-02,0,275986,0.583,0.00864,0.829,0.0,0.0426,0.575,-4.603,0.134,174.028,1,4,happy
Blow Me (One Last Kiss),The Truth About Love,P!nk,6LS6pltO7YBgjwNVhxMwtp,2012-09-17,0,255586,0.597,0.000145,0.919,0.0,0.282,0.73,-2.954,0.044,113.987,7,4,happy
We R Who We R,We R Who We R,Kesha,5jaz6aiRknA63NIYWdbr2O,2010-10-22,0,204826,0.739,0.008,0.818,0.00504,0.164,0.713,-5.062,0.0418,119.982,8,4,happy
Born This Way,Born This Way (Special Edition),Lady Gaga,6r2BECwMgEoRb5yLfp0Hca,2011-01-01,71,260253,0.587,0.00327,0.828,0.0,0.331,0.494,-5.108,0.161,123.907,11,4,happy
DJ Got Us Fallin' In Love,DJ Got Us Fallin' In Love,Usher,5tXyNhNcsnn7HbcABntOSf,2010-07-13,0,222160,0.666,0.03,0.878,0.0,0.0828,0.669,-2.85,0.0973,119.932,7,4,happy
